customer_id,last_purchase_date,monetary,frequency,avg_transaction_value,recency,r_score,f_score,m_score,rfm_score_str,rfm_score,rfm_segment,avg_order_value,monetary_rank,frequency_rank,recency_rank,value_tier,avg_days_between_purchases,purchase_consistency,days_since_first_purchase,purchase_span_days,unique_products_bought,unique_categories_bought,preferred_category,category_concentration,product_diversity_level,transaction_value_std,min_transaction_value,max_transaction_value,total_spending,transaction_count,spending_volatility,spending_trend,trend_direction,engagement_score,loyalty_indicator,preferred_day_of_week,weekend_purchase_ratio,weekend_spending_ratio,q1.0_count,q2.0_count,q3.0_count,q4.0_count,seasonal_variation,preferred_quarter,first_purchase_date,total_transactions,customer_tenure_days,recency_days,active_period_days,purchase_velocity,lifecycle_stage,expected_days_to_purchase,days_overdue,churn_risk
12750,2024-12-08,23981208.0,4,5995302.0,23,3,3,3,333,3.0,Loyal Customers,5995302.0,44.47,50.86,54.36,Silver,,,,,3,,,,Low,6015575.720216756,670526.0,13600000.0,23981208.0,4,1.003,-0.89,Declining,31.87,Medium,Sunday,0.25,0.334,0.0,0.0,0.0,1.0,1.732,4.0,2024-12-08,1.0,368.0,368.0,0.0,0.082,Veteran,365.0,3.0,At Risk
12850,,8147136.0,2,4073568.0,719,2,2,2,222,2.0,Need Attention,4073568.0,27.03,27.7,18.12,Silver,,,,,2,,,,Low,1066718.6626810275,3319284.0,4827852.0,8147136.0,2,0.262,-0.312,Declining,20.39,Medium,,,,,,,,,,,,,,,,,,,
12851,,3131700.0,6,521950.0,719,2,4,1,241,2.3,Other,521950.0,14.13,62.84,18.12,Bronze,,,,,6,,,,Medium,1164898.113570453,0.0,2891700.0,3131700.0,6,2.232,-0.917,Declining,26.27,Medium,,,,,,,,,,,,,,,,,,,
12900,,21000000.0,1,21000000.0,719,2,1,3,213,2.05,Other,21000000.0,42.26,9.58,18.12,Silver,,,,0.0,1,,,,Low,0.0,21000000.0,21000000.0,21000000.0,1,0.0,0.0,Stable,20.24,Low,,,,,,,,,,,,,,,,,,,
12950,,41199000.0,4,10299750.0,719,2,3,3,233,2.75,Need Attention,10299750.0,53.19,50.86,18.12,Gold,,,,,4,,,,Medium,8169112.982243951,3450000.0,20789000.0,41199000.0,4,0.793,0.542,Growing,38.14,Medium,,,,,,,,,,,,,,,,,,,
12951,,225000000.0,7,32142857.14285714,719,2,4,5,245,3.9,Need Attention,32142857.14,80.34,66.03,18.12,Platinum,,,,,6,,,,Medium,46172425.28980752,800000.0,126000000.0,225000000.0,7,1.436,8.061,Growing,52.76,Medium,,,,,,,,,,,,,,,,,,,
13000,2025-05-02,188392000.0,20,9419600.0,-122,4,5,4,454,4.35,Champions,9419600.0,78.01,85.87,66.28,Platinum,,0.0,,,18,,,,High,9204601.488843558,660000.0,37200000.0,188392000.0,20,0.977,-0.581,Declining,58.46,Medium,Friday,0.1,0.083,3.0,2.0,0.0,3.0,0.612,1.0,2024-03-09,8.0,642.0,223.0,419.0,0.374,Veteran,59.857142857142854,163.14285714285714,Churned
13050,2024-11-10,53040000.0,68,780000.0,51,3,5,3,353,3.7,Loyal Customers,780000.0,57.62,96.56,52.83,Gold,2.7,0.0,578.0,182.0,2,,,,Low,523866.22423622845,260000.0,1300000.0,53040000.0,68,0.672,0.0,Stable,32.63,Medium,Wednesday,0.294,0.294,0.0,12.0,48.0,8.0,1.083,3.0,2024-05-12,68.0,578.0,396.0,182.0,3.529,Veteran,2.716417910447761,393.2835820895522,Churned
13100,,42479000.0,3,14159666.666666666,719,2,3,3,233,2.75,Need Attention,14159666.67,53.93,41.77,18.12,Gold,,,,,3,,,,Low,13668065.20080049,5060000.0,29877000.0,42479000.0,3,0.965,-0.789,Declining,35.65,Medium,,,,,,,,,,,,,,,,,,,
13150,2025-04-12,278994004.06,19,14683894.950526316,-102,4,5,5,455,4.75,Champions,14683894.95,83.17,85.5,65.42,Platinum,,,243.0,,8,,,,Medium,15899136.944478327,2835000.0,55018553.0,278994004.06,19,1.083,0.356,Growing,55.82,Medium,Monday,0.053,0.01,0.0,1.0,1.0,0.0,1.0,2.0,2024-09-09,2.0,458.0,243.0,215.0,0.131,Veteran,215.0,28.0,At Risk
13251,2024-02-09,1842341.0,3,614113.6666666666,326,2,3,1,231,1.95,Other,614113.67,8.6,41.77,39.93,Bronze,0.0,1.0,671.0,0.0,3,,,,Low,117145.87785036798,495495.0,729729.0,1842341.0,3,0.191,-0.007,Stable,47.52,High,Friday,0.0,0.0,3.0,0.0,0.0,0.0,1.732,1.0,2024-02-09,3.0,671.0,671.0,0.0,0.134,Veteran,0.0,671.0,Churned
13300,2025-07-07,649500000.0,4,162375000.0,-188,4,3,5,435,4.05,Loyal Customers,162375000.0,89.56,50.86,72.91,Platinum,79.0,0.0,394.0,237.0,2,,,,Low,132476648.88575646,0.0,324500000.0,649500000.0,4,0.816,-0.002,Stable,45.41,Medium,Monday,0.0,0.0,0.0,0.0,1.0,3.0,1.225,4.0,2024-11-12,4.0,394.0,157.0,237.0,0.305,Veteran,79.0,78.0,Churned
13400,2025-09-10,143961714.0,3,47987238.0,-253,5,3,4,534,3.9,Loyal Customers,47987238.0,75.31,41.77,81.2,Platinum,,,92.0,,3,,,,Low,44751450.92626531,11900000.0,98061714.0,143961714.0,3,0.933,4.549,Growing,44.2,Medium,Wednesday,0.0,0.0,0.0,0.0,1.0,0.0,1.732,3.0,2025-09-10,1.0,92.0,92.0,0.0,0.326,Established,365.0,-273.0,Active
13500,2025-04-09,207299720.0,9,23033302.222222224,-99,4,4,4,444,4.0,Champions,23033302.22,79.12,71.56,64.25,Platinum,,1.0,246.0,,9,,,,Medium,42683796.72927825,0.0,133484340.0,207299720.0,9,1.853,3.669,Growing,85.16,High,Wednesday,0.0,0.0,0.0,6.0,0.0,0.0,1.732,2.0,2025-04-09,6.0,246.0,246.0,0.0,0.732,Mature,0.0,246.0,Churned
13600,2025-12-09,214352158.0,15,14290143.866666667,-343,5,5,4,554,4.6,Champions,14290143.87,79.98,81.57,97.97,Platinum,,1.0,243.0,,9,,,,Medium,12855733.63133403,1440000.0,37680000.0,214352158.0,15,0.9,1.283,Growing,85.5,High,Sunday,0.2,0.083,1.0,3.0,0.0,1.0,0.872,2.0,2024-02-12,5.0,668.0,2.0,666.0,0.225,Veteran,166.5,-164.5,Active
13601,2024-04-09,18752927.0,2,9376463.5,266,3,2,3,323,2.65,Promising,9376463.5,41.4,27.7,42.44,Silver,0.0,1.0,611.0,0.0,1,,,,Low,201142.88786954412,9234234.0,9518693.0,18752927.0,2,0.021,0.031,Stable,49.9,Medium,Tuesday,0.0,0.0,0.0,2.0,0.0,0.0,1.732,2.0,2024-04-09,2.0,611.0,611.0,0.0,0.098,Veteran,0.0,611.0,Churned
13650,2024-06-09,4370000.0,2,2185000.0,205,3,2,1,321,1.85,Promising,2185000.0,17.32,27.7,46.62,Bronze,0.0,1.0,550.0,0.0,2,,,,Low,2213244.225113894,620000.0,3750000.0,4370000.0,2,1.013,5.048,Growing,46.51,Medium,Sunday,1.0,1.0,0.0,2.0,0.0,0.0,1.732,2.0,2024-06-09,2.0,550.0,550.0,0.0,0.109,Veteran,0.0,550.0,Churned
13700,2024-04-09,851351.0,1,851351.0,266,3,1,1,311,1.5,Promising,851351.0,3.32,9.58,42.44,Bronze,,,611.0,0.0,1,,,,Low,0.0,851351.0,851351.0,851351.0,1,0.0,0.0,Stable,4.66,Low,Tuesday,0.0,0.0,0.0,1.0,0.0,0.0,1.732,2.0,2024-04-09,1.0,611.0,611.0,0.0,0.049,Veteran,365.0,246.0,Churned
13750,2024-10-12,723601882.0,23,31460951.391304348,80,3,5,5,355,4.5,Loyal Customers,31460951.39,90.54,87.71,51.97,Platinum,,0.0,,,15,,,,High,54410230.37872437,0.0,215152000.0,723601882.0,23,1.729,-0.819,Declining,62.66,Medium,Sunday,0.13,0.089,0.0,2.0,0.0,1.0,1.106,2.0,2024-05-12,3.0,578.0,425.0,153.0,0.156,Veteran,76.5,348.5,Churned
13751,2024-06-09,38359650.0,1,38359650.0,205,3,1,3,313,2.3,Promising,38359650.0,51.84,9.58,46.62,Gold,,,550.0,0.0,1,,,,Low,0.0,38359650.0,38359650.0,38359650.0,1,0.0,0.0,Stable,24.07,Low,Sunday,1.0,1.0,0.0,1.0,0.0,0.0,1.732,2.0,2024-06-09,1.0,550.0,550.0,0.0,0.055,Veteran,365.0,185.0,Churned
13800,2024-09-09,14623649.0,7,2089092.7142857143,113,3,4,2,342,2.95,Need Attention,2089092.71,37.1,66.03,50.8,Silver,,1.0,,,6,,,,Medium,1871210.4613070397,590000.0,5650000.0,14623649.0,7,0.896,1.056,Growing,65.46,High,Monday,0.0,0.0,0.0,0.0,5.0,0.0,1.732,3.0,2024-09-09,5.0,458.0,458.0,0.0,0.328,Veteran,0.0,458.0,Churned
13850,2025-06-03,179980000.0,3,59993333.333333336,-154,4,3,4,434,3.65,Loyal Customers,59993333.33,77.4,41.77,69.66,Platinum,,,,,3,,,,Low,76925172.29966621,1380000.0,147100000.0,179980000.0,3,1.282,1.357,Growing,45.04,Medium,Tuesday,0.0,0.0,0.0,1.0,0.0,0.0,1.732,2.0,2025-06-03,1.0,191.0,191.0,0.0,0.157,Mature,365.0,-174.0,Active
13852,,10691621.0,4,2672905.25,719,2,3,2,232,2.35,Need Attention,2672905.25,31.45,50.86,18.12,Silver,,,,,4,,,,Medium,4863024.452722631,132432.0,9966216.0,10691621.0,4,1.819,-0.953,Declining,29.44,Medium,,,,,,,,,,,,,,,,,,,
13901,,9390000.0,2,4695000.0,719,2,2,2,222,2.0,Need Attention,4695000.0,29.61,27.7,18.12,Silver,,,,,2,,,,Low,3966869.0424565314,1890000.0,7500000.0,9390000.0,2,0.845,-0.748,Declining,21.43,Medium,,,,,,,,,,,,,,,,,,,
13950,2024-10-09,29917044.0,5,5983408.8,83,3,3,3,333,3.0,Loyal Customers,5983408.8,48.65,57.68,51.72,Silver,,,,,5,,,,Medium,5615093.781659323,1451328.0,15495494.0,29917044.0,5,0.938,-0.754,Declining,38.46,Medium,Wednesday,0.0,0.0,0.0,0.0,0.0,1.0,1.732,4.0,2024-10-09,1.0,428.0,428.0,0.0,0.07,Veteran,365.0,63.0,Churned
14000,2024-12-09,5700000.0,3,1900000.0,22,3,3,2,332,2.6,Need Attention,1900000.0,20.52,41.77,54.73,Bronze,,1.0,,,2,,,,Low,2515949.125081825,300000.0,4800000.0,5700000.0,3,1.324,-0.906,Declining,47.79,High,Monday,0.0,0.0,0.0,0.0,0.0,2.0,1.732,4.0,2024-12-09,2.0,367.0,367.0,0.0,0.163,Veteran,0.0,367.0,Churned
14050,2025-06-03,1520776725.05,19,80040880.26578946,-154,4,5,5,455,4.75,Champions,80040880.27,94.59,85.5,69.66,Platinum,28.3,0.0,701.0,510.0,14,,,,High,66886762.69778209,0.0,218757679.74,1520776725.05,19,0.836,-0.175,Declining,64.08,Medium,Tuesday,0.0,0.0,1.0,18.0,0.0,0.0,1.613,2.0,2024-01-10,19.0,701.0,191.0,510.0,0.813,Veteran,28.333333333333332,162.66666666666666,Churned
14052,2025-10-12,90374000.0,11,8215818.181818182,-285,5,4,4,544,4.25,Champions,8215818.18,67.69,76.54,87.53,Gold,,,60.0,,6,,,,Medium,18017902.002276413,657000.0,61480000.0,90374000.0,11,2.193,7.743,Growing,47.7,Medium,Sunday,0.091,0.022,0.0,0.0,0.0,1.0,1.732,4.0,2025-10-12,1.0,60.0,60.0,0.0,0.5,Developing,365.0,-305.0,Active
14100,,4400000.0,1,4400000.0,719,2,1,1,211,1.25,About To Sleep,4400000.0,17.44,9.58,18.12,Bronze,,,,0.0,1,,,,Low,0.0,4400000.0,4400000.0,4400000.0,1,0.0,0.0,Stable,10.31,Low,,,,,,,,,,,,,,,,,,,
14101,2025-07-01,9779684.0,6,1629947.3333333333,-182,4,4,2,442,3.2,Potential Loyalist,1629947.33,30.1,62.84,71.74,Silver,,,163.0,,4,,,,Medium,1614562.635713668,455000.0,4600000.0,9779684.0,6,0.991,0.852,Growing,28.9,Medium,Tuesday,0.0,0.0,0.0,0.0,1.0,0.0,1.732,3.0,2025-07-01,1.0,163.0,163.0,0.0,0.184,Established,365.0,-202.0,Active
14150,,5230000.0,1,5230000.0,719,2,1,1,211,1.25,About To Sleep,5230000.0,19.53,9.58,18.12,Bronze,,,,0.0,1,,,,Low,0.0,5230000.0,5230000.0,5230000.0,1,0.0,0.0,Stable,11.15,Low,,,,,,,,,,,,,,,,,,,
14201,,23696000.0,4,5924000.0,719,2,3,3,233,2.75,Need Attention,5924000.0,44.23,50.86,18.12,Silver,,,,,1,,,,Low,3110365.03752641,2350000.0,9596000.0,23696000.0,4,0.525,1.361,Growing,21.03,Medium,,,,,,,,,,,,,,,,,,,
14250,2025-08-01,247535724.0,31,7985023.354838709,-213,4,5,5,455,4.75,Champions,7985023.35,81.33,90.72,74.94,Platinum,,0.0,,,18,,,,High,16189383.925385961,297000.0,69300000.0,247535724.0,31,2.027,-0.413,Declining,59.79,Medium,Wednesday,0.0,0.0,8.0,0.0,1.0,0.0,1.487,1.0,2024-01-10,9.0,701.0,132.0,569.0,0.385,Veteran,71.125,60.875,Churned
14300,2025-11-02,153787388.0,11,13980671.636363637,-306,5,4,4,544,4.25,Champions,13980671.64,75.68,76.54,88.14,Platinum,,,68.0,,8,,,,Medium,17924533.292002954,210000.0,42235000.0,153787388.0,11,1.282,-0.886,Declining,52.83,Medium,Saturday,0.182,0.274,0.0,0.0,0.0,2.0,1.732,4.0,2025-10-04,2.0,68.0,39.0,29.0,0.882,Developing,29.0,10.0,At Risk
14350,,7350000.0,3,2450000.0,719,2,3,2,232,2.35,Need Attention,2450000.0,24.94,41.77,18.12,Bronze,,,,,3,,,,Low,1775528.0904564704,1400000.0,4500000.0,7350000.0,3,0.725,1.125,Growing,24.05,Medium,,,,,,,,,,,,,,,,,,,
14400,,83679176.22,3,27893058.74,719,2,3,4,234,3.15,Need Attention,27893058.74,66.22,41.77,18.12,Gold,,,,,3,,,,Low,24404972.160185073,5301818.22,53777358.0,83679176.22,3,0.875,0.201,Growing,40.57,Medium,,,,,,,,,,,,,,,,,,,
14401,2024-01-10,138500000.0,5,27700000.0,356,2,3,4,234,3.15,Need Attention,27700000.0,74.82,57.68,38.88,Gold,0.0,1.0,701.0,0.0,5,,,,Medium,30457408.786697533,2750000.0,76800000.0,138500000.0,5,1.1,0.006,Stable,78.93,High,Wednesday,0.0,0.0,5.0,0.0,0.0,0.0,1.732,1.0,2024-01-10,5.0,701.0,701.0,0.0,0.214,Veteran,0.0,701.0,Churned
14402,2024-05-11,29960000.0,4,7490000.0,234,3,3,3,333,3.0,Loyal Customers,7490000.0,48.77,50.86,44.78,Silver,,0.0,,,4,,,,Medium,6781278.148943113,2760000.0,17500000.0,29960000.0,4,0.905,-0.607,Declining,36.37,Medium,Wednesday,0.25,0.19,2.0,1.0,0.0,0.0,1.106,1.0,2024-01-10,3.0,701.0,579.0,122.0,0.128,Veteran,61.0,518.0,Churned
14403,2024-04-10,18368682.0,4,4592170.5,265,3,3,3,333,3.0,Loyal Customers,4592170.5,41.28,50.86,42.75,Silver,0.0,1.0,610.0,0.0,4,,,,Medium,3348771.90807033,1380000.0,8094000.0,18368682.0,4,0.729,0.247,Growing,63.37,High,Wednesday,0.0,0.0,0.0,4.0,0.0,0.0,1.732,2.0,2024-04-10,4.0,610.0,610.0,0.0,0.197,Veteran,0.0,610.0,Churned
14404,2025-11-11,296484665.0,11,26953151.363636363,-315,5,4,5,545,4.65,Champions,26953151.36,83.66,76.54,93.37,Platinum,,0.0,639.0,,6,,,,Medium,16746781.46761417,3500000.0,52500000.0,296484665.0,11,0.621,0.012,Stable,54.08,Medium,Tuesday,0.0,0.0,1.0,1.0,1.0,3.0,0.577,4.0,2024-03-12,6.0,639.0,30.0,609.0,0.282,Veteran,121.8,-91.8,Active
14405,,7000000.0,1,7000000.0,719,2,1,2,212,1.65,About To Sleep,7000000.0,23.65,9.58,18.12,Bronze,,,,0.0,1,,,,Low,0.0,7000000.0,7000000.0,7000000.0,1,0.0,0.0,Stable,12.79,Low,,,,,,,,,,,,,,,,,,,
14451,2025-03-02,50225000.0,21,2391666.6666666665,-61,3,5,3,353,3.7,Loyal Customers,2391666.67,57.0,86.36,59.71,Gold,,0.0,,,18,,,,High,3262866.934665484,0.0,12250000.0,50225000.0,21,1.364,-0.664,Declining,50.06,Medium,Sunday,0.333,0.564,7.0,0.0,0.0,0.0,1.732,1.0,2024-03-10,7.0,641.0,284.0,357.0,0.328,Veteran,59.5,224.5,Churned
14500,2024-01-10,57600000.0,5,11520000.0,356,2,3,3,233,2.75,Need Attention,11520000.0,59.46,57.68,38.88,Gold,,1.0,701.0,,4,,,,Medium,8115540.647424545,3900000.0,25200000.0,57600000.0,5,0.704,1.702,Growing,70.64,High,Wednesday,0.0,0.0,3.0,0.0,0.0,0.0,1.732,1.0,2024-01-10,3.0,701.0,701.0,0.0,0.128,Veteran,0.0,701.0,Churned
14501,2024-04-10,600000.0,1,600000.0,265,3,1,1,311,1.5,Promising,600000.0,2.46,9.58,42.75,Bronze,,,610.0,0.0,1,,,,Low,0.0,600000.0,600000.0,600000.0,1,0.0,0.0,Stable,4.32,Low,Wednesday,0.0,0.0,0.0,1.0,0.0,0.0,1.732,2.0,2024-04-10,1.0,610.0,610.0,0.0,0.049,Veteran,365.0,245.0,Churned
14502,2024-11-11,13078852.0,11,1188986.5454545454,50,3,4,2,342,2.95,Need Attention,1188986.55,34.89,76.54,52.95,Silver,,0.0,,,7,,,,Medium,1266782.566713038,360360.0,4320000.0,13078852.0,11,1.065,0.368,Growing,35.7,Medium,Thursday,0.0,0.0,0.0,0.0,2.0,1.0,1.106,3.0,2024-09-12,3.0,455.0,395.0,60.0,0.198,Veteran,30.0,365.0,Churned
14550,2025-11-07,56180806.57795918,13,4321600.50599686,-311,5,4,3,543,3.85,Loyal Customers,4321600.51,58.85,79.36,91.15,Gold,,0.0,305.0,-183.0,10,,,,Medium,3996851.3274612646,1056000.0,12745440.0,56180806.57795918,13,0.925,-0.016,Stable,47.92,Medium,Sunday,0.462,0.268,4.0,0.0,4.0,3.0,0.596,1.0,2024-07-11,11.0,518.0,34.0,484.0,0.637,Veteran,48.4,-14.399999999999999,Active
14600,2024-09-10,2364150.0,3,788050.0,112,3,3,1,331,2.2,Other,788050.0,11.18,41.77,50.98,Bronze,,,,,3,,,,Low,506666.71244517335,445000.0,1370000.0,2364150.0,3,0.643,1.156,Growing,18.55,Medium,Tuesday,0.0,0.0,0.0,0.0,1.0,0.0,1.732,3.0,2024-09-10,1.0,457.0,457.0,0.0,0.066,Veteran,365.0,92.0,Churned
14601,,10786480.0,4,2696620.0,719,2,3,2,232,2.35,Need Attention,2696620.0,31.57,50.86,18.12,Silver,,,,,4,,,,Medium,2586898.032573633,756480.0,6500000.0,10786480.0,4,0.959,2.718,Growing,29.49,Medium,,,,,,,,,,,,,,,,,,,
14650,2024-11-12,41806582.0,4,10451645.5,49,3,3,3,333,3.0,Loyal Customers,10451645.5,53.56,50.86,53.26,Gold,,0.0,,,4,,,,Medium,11902149.659200825,1036082.0,27796500.0,41806582.0,4,1.139,1.222,Growing,38.29,Medium,Tuesday,0.0,0.0,0.0,0.0,0.0,3.0,1.732,4.0,2024-10-10,3.0,427.0,394.0,33.0,0.211,Veteran,16.5,377.5,Churned
14651,2025-05-06,873873.0,2,436936.5,-126,4,2,1,421,2.1,Recent Customers,436936.5,3.56,27.7,67.32,Bronze,,,219.0,,2,,,,Low,299405.27461035154,225225.0,648648.0,873873.0,2,0.685,-0.653,Declining,11.01,Medium,Tuesday,0.0,0.0,0.0,1.0,0.0,0.0,1.732,2.0,2025-05-06,1.0,219.0,219.0,0.0,0.137,Mature,365.0,-146.0,Active
14652,,1126126.23,3,375375.41,719,1,3,1,131,1.7,Other,375375.41,4.91,41.77,18.12,Bronze,,,,,2,,,,Low,124289.53103578073,234234.23,468468.5,1126126.23,3,0.331,0.904,Growing,11.55,Medium,,,,,,,,,,,,,,,,,,,
14700,2025-08-07,567958800.0,26,21844569.230769232,-219,4,5,5,455,4.75,Champions,21844569.23,88.7,89.31,76.72,Platinum,,0.0,,,17,,,,High,46475023.89726997,523000.0,236000000.0,567958800.0,26,2.128,3.258,Growing,62.49,Medium,Thursday,0.038,0.001,1.0,1.0,2.0,1.0,0.346,3.0,2024-11-10,5.0,396.0,126.0,270.0,0.379,Veteran,67.5,58.5,Dormant
14701,,95793600.0,5,19158720.0,719,1,3,4,134,2.9,At Risk,19158720.0,68.67,57.68,18.12,Gold,,,,,5,,,,Medium,36605348.7921096,0.0,84000000.0,95793600.0,5,1.911,-1.0,Declining,46.47,Medium,,,,,,,,,,,,,,,,,,,
14750,2024-02-12,9619000.0,4,2404750.0,323,3,3,2,332,2.6,Need Attention,2404750.0,29.98,50.86,40.11,Silver,,1.0,668.0,,4,,,,Medium,3177414.6067728293,134000.0,7080000.0,9619000.0,4,1.321,8.7,Growing,58.85,High,Monday,0.0,0.0,2.0,0.0,0.0,0.0,1.732,1.0,2024-02-12,2.0,668.0,668.0,0.0,0.09,Veteran,0.0,668.0,Churned
14751,,8115000.0,4,2028750.0,719,1,3,2,132,2.1,Other,2028750.0,26.9,50.86,18.12,Silver,,,,,4,,,,Medium,3694875.1332081575,0.0,7557000.0,8115000.0,4,1.821,-0.926,Declining,27.62,Medium,,,,,,,,,,,,,,,,,,,
14753,,3850000.0,1,3850000.0,719,1,1,1,111,1.0,Hibernating,3850000.0,16.34,9.58,18.12,Bronze,,,,0.0,1,,,,Low,0.0,3850000.0,3850000.0,3850000.0,1,0.0,0.0,Stable,9.87,Low,,,,,,,,,,,,,,,,,,,
14800,2024-06-11,328062564.0,25,13122502.56,203,3,5,5,355,4.5,Loyal Customers,13122502.56,84.28,88.76,47.11,Platinum,,,,,16,,,,High,25006275.572144095,1296000.0,122500000.0,328062564.0,25,1.906,-0.495,Declining,60.43,Medium,Tuesday,0.0,0.0,0.0,1.0,0.0,0.0,1.732,2.0,2024-06-11,1.0,548.0,548.0,0.0,0.055,Veteran,365.0,183.0,Churned
14850,2025-11-03,33021000.0,46,717847.8260869565,-307,5,5,3,553,4.2,Loyal Customers,717847.83,50.25,93.43,88.51,Gold,,0.0,,,17,,,,High,650610.370767885,120000.0,3915000.0,33021000.0,46,0.906,0.331,Growing,47.11,Medium,Thursday,0.0,0.0,9.0,1.0,0.0,8.0,0.896,1.0,2024-01-11,18.0,700.0,38.0,662.0,0.771,Veteran,38.94117647058823,-0.941176470588232,Active
14851,,108706189.0,7,15529455.57142857,719,1,4,4,144,3.25,At Risk,15529455.57,70.39,66.03,18.12,Gold,,,,,7,,,,Medium,19805232.858552407,1388000.0,59206189.0,108706189.0,7,1.275,-0.714,Declining,49.9,Medium,,,,,,,,,,,,,,,,,,,
14900,2025-01-12,128103600.0,11,11645781.818181818,-12,3,4,4,344,3.75,Loyal Customers,11645781.82,73.59,76.54,56.82,Gold,,1.0,333.0,-61.0,9,,,,Medium,11984201.353600346,1601600.0,37632000.0,128103600.0,11,1.029,-0.757,Declining,82.95,High,Tuesday,0.182,0.221,2.0,0.0,0.0,4.0,1.106,4.0,2024-11-12,6.0,394.0,333.0,61.0,0.457,Veteran,12.2,320.8,Churned
14950,,2150000.0,1,2150000.0,719,1,1,1,111,1.0,Hibernating,2150000.0,10.32,9.58,18.12,Bronze,,,,0.0,1,,,,Low,0.0,2150000.0,2150000.0,2150000.0,1,0.0,0.0,Stable,7.46,Low,,,,,,,,,,,,,,,,,,,
14951,2025-05-02,1351350.46,4,337837.615,-122,4,3,1,431,2.45,Other,337837.62,5.77,50.86,66.28,Bronze,,,223.0,,1,,,,Low,130033.84716893097,225225.0,450450.46,1351350.46,4,0.385,-0.0,Stable,5.64,Medium,Friday,0.25,0.167,0.0,2.0,0.0,0.0,1.732,2.0,2024-05-11,2.0,579.0,223.0,356.0,0.104,Veteran,356.0,-133.0,Active
14952,,74085135.0,5,14817027.0,719,1,3,4,134,2.9,At Risk,14817027.0,64.0,57.68,18.12,Gold,,,,,5,,,,Medium,13425666.061575674,1450000.0,34000000.0,74085135.0,5,0.906,-0.211,Declining,44.6,Medium,,,,,,,,,,,,,,,,,,,
15000,2025-08-04,163398982.2,8,20424872.775,-216,4,4,4,444,4.0,Champions,20424872.77,76.29,68.61,75.43,Platinum,,0.0,156.0,,4,,,,Medium,12606639.613549298,5600000.0,37500000.0,163398982.2,8,0.617,-0.12,Declining,47.38,Medium,Monday,0.0,0.0,0.0,0.0,5.0,0.0,1.732,3.0,2025-07-08,5.0,156.0,129.0,27.0,0.962,Established,6.75,122.25,Churned
15050,2025-07-11,59811760.0,27,2215250.3703703703,-192,4,5,4,454,4.35,Champions,2215250.37,60.07,89.86,74.32,Gold,,1.0,153.0,,18,,,,High,2557605.869717106,591760.0,13412000.0,59811760.0,27,1.155,0.483,Growing,81.28,High,Thursday,0.0,0.0,0.0,0.0,2.0,17.0,1.499,4.0,2024-12-12,19.0,364.0,153.0,211.0,1.566,Mature,11.722222222222221,141.27777777777777,Churned
15150,2025-12-09,1750548383.6293435,53,33029214.78545931,-343,5,5,5,555,5.0,Champions,33029214.79,95.45,94.53,97.97,Platinum,,0.0,455.0,,21,,,,High,42782302.829799116,720000.0,156800000.0,1750548383.6293435,53,1.295,-0.128,Declining,65.88,Medium,Tuesday,0.113,0.211,22.0,4.0,10.0,3.0,0.776,1.0,2024-09-12,39.0,455.0,2.0,453.0,2.571,Veteran,11.921052631578947,-9.921052631578947,Active
15200,,8040000.0,3,2680000.0,719,1,3,2,132,2.1,Other,2680000.0,26.78,41.77,18.12,Silver,,,,,3,,,,Low,2242409.4184604203,1200000.0,5260000.0,8040000.0,3,0.837,1.85,Growing,24.79,Medium,,,,,,,,,,,,,,,,,,,
15201,2025-02-06,27937106.0,5,5587421.2,-37,3,3,3,333,3.0,Loyal Customers,5587421.2,47.17,57.68,57.68,Silver,,1.0,308.0,,5,,,,Medium,4892914.942282075,881826.0,12466200.0,27937106.0,5,0.876,3.718,Growing,67.87,High,Thursday,0.0,0.0,2.0,0.0,0.0,0.0,1.732,1.0,2025-02-06,2.0,308.0,308.0,0.0,0.195,Mature,0.0,308.0,Churned
15300,,1868000.0,2,934000.0,719,1,2,1,121,1.35,Hibernating,934000.0,8.97,27.7,18.12,Bronze,,,,,2,,,,Low,543058.0079512685,550000.0,1318000.0,1868000.0,2,0.581,1.396,Growing,13.17,Medium,,,,,,,,,,,,,,,,,,,
15350,,558000000.0,2,279000000.0,719,1,2,5,125,2.95,Other,279000000.0,88.45,27.7,18.12,Platinum,,,,,1,,,,Low,0.0,279000000.0,279000000.0,558000000.0,2,0.0,0.0,Stable,38.72,Medium,,,,,,,,,,,,,,,,,,,
15400,2025-10-09,10032000.0,4,2508000.0,-282,5,3,2,532,3.1,Potential Loyalist,2508000.0,30.47,50.86,85.32,Silver,,,,,2,,,,Low,2643423.916060381,609000.0,6390000.0,10032000.0,4,1.054,-0.567,Declining,21.77,Medium,Thursday,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2024-01-11,2.0,700.0,63.0,637.0,0.086,Veteran,637.0,-574.0,Active
15450,2024-07-11,96019000.0,5,19203800.0,173,3,3,4,334,3.4,Loyal Customers,19203800.0,68.8,57.68,48.53,Gold,0.0,1.0,518.0,0.0,5,,,,Medium,12741837.94434696,4200000.0,39550000.0,96019000.0,5,0.664,0.135,Growing,76.52,High,Thursday,0.0,0.0,0.0,0.0,5.0,0.0,1.732,3.0,2024-07-11,5.0,518.0,518.0,0.0,0.29,Veteran,0.0,518.0,Churned
