customer_id,last_purchase_date,monetary,frequency,avg_transaction_value,recency,r_score,f_score,m_score,rfm_score_str,rfm_score,rfm_segment,avg_order_value,monetary_rank,frequency_rank,recency_rank,value_tier,avg_days_between_purchases,purchase_consistency,days_since_first_purchase,purchase_span_days,unique_products_bought,unique_categories_bought,preferred_category,category_concentration,product_diversity_level,transaction_value_std,min_transaction_value,max_transaction_value,total_spending,transaction_count,spending_volatility,spending_trend,trend_direction,engagement_score,loyalty_indicator,preferred_day_of_week,weekend_purchase_ratio,weekend_spending_ratio,q1.0_count,q2.0_count,q3.0_count,q4.0_count,seasonal_variation,preferred_quarter,first_purchase_date,total_transactions,customer_tenure_days,recency_days,active_period_days,purchase_velocity,lifecycle_stage,expected_days_to_purchase,days_overdue,churn_risk
50,2025-12-06,812718942.55,111,7321792.275225225,-340,5,5,5,555,5.0,Champions,7321792.28,91.52,98.65,96.44,Platinum,,0.0,243.0,-579.0,63,,,,High,9400101.048157416,617117.19,76300000.0,812718942.55,111,1.284,-0.064,Stable,66.35,Medium,Monday,0.135,0.183,9.0,6.0,12.0,14.0,0.296,4.0,2023-04-12,41.0,974.0,5.0,969.0,1.263,Veteran,24.225,-19.225,Active
51,2025-11-03,191026468.50714284,15,12735097.90047619,-307,5,5,4,554,4.6,Champions,12735097.9,78.26,81.57,88.51,Platinum,,0.0,944.0,,14,,,,High,13926092.648474688,1525542.857142857,46500000.0,191026468.50714284,15,1.094,-0.86,Declining,57.54,Medium,Monday,0.067,0.106,3.0,5.0,0.0,3.0,0.649,2.0,2023-05-12,11.0,944.0,38.0,906.0,0.35,Veteran,90.6,-52.599999999999994,Active
101,2025-07-08,2006847906.0,46,43627128.39130435,-189,4,5,5,455,4.75,Champions,43627128.39,96.19,93.43,73.28,Platinum,,0.0,156.0,,43,,,,High,59891096.83169483,0.0,334729157.84,2006847906.0,46,1.373,0.754,Growing,67.72,Medium,Sunday,0.391,0.338,0.0,1.0,2.0,18.0,1.409,4.0,2023-11-12,21.0,760.0,156.0,604.0,0.829,Veteran,30.2,125.8,Churned
102,2025-03-02,114642790.0,26,4409338.076923077,-61,4,5,4,454,4.35,Champions,4409338.08,71.62,89.31,59.71,Gold,,0.0,,,12,,,,High,3765053.4880779786,910000.0,14640000.0,114642790.0,26,0.854,0.155,Growing,54.19,Medium,Saturday,0.346,0.293,4.0,5.0,3.0,4.0,0.177,2.0,2023-03-11,16.0,1006.0,284.0,722.0,0.477,Veteran,48.13333333333333,235.86666666666667,Churned
150,2025-01-07,1926170611.66,67,28748815.099402986,-7,3,5,5,355,4.5,Loyal Customers,28748815.1,95.7,96.19,55.65,Platinum,,0.0,,,43,,,,High,48681823.5138667,0.0,250800000.0,1926170611.66,67,1.693,0.178,Growing,67.52,Medium,Sunday,0.179,0.269,8.0,4.0,7.0,1.0,0.548,1.0,2023-04-12,20.0,974.0,338.0,636.0,0.616,Veteran,33.473684210526315,304.5263157894737,Churned
151,2025-04-11,10237643546.369999,30,341254784.87899995,-101,4,5,5,455,4.75,Champions,341254784.88,99.88,90.42,64.56,Platinum,,1.0,,,23,,,,High,522528269.6583452,0.0,2371578951.87,10237643546.369999,30,1.531,0.139,Growing,97.94,High,Monday,0.0,0.0,2.0,1.0,0.0,0.0,1.106,1.0,2024-01-08,3.0,703.0,244.0,459.0,0.128,Veteran,229.5,14.5,At Risk
152,,45862747.0,8,5732843.375,719,2,4,3,243,3.1,Need Attention,5732843.38,55.04,68.61,18.12,Gold,,,,,7,,,,Medium,8637623.156096771,649484.0,26448000.0,45862747.0,8,1.507,1.155,Growing,43.76,Medium,,,,,,,,,,,,,,,,,,,
200,2025-09-04,232513011.73,75,3100173.4897333332,-247,4,5,5,455,4.75,Champions,3100173.49,80.59,97.3,79.42,Platinum,,0.0,,,36,,,,High,2437013.3928663055,257656.0,11400000.0,232513011.73,75,0.786,0.224,Growing,61.06,Medium,Wednesday,0.147,0.127,3.0,10.0,2.0,13.0,0.662,4.0,2023-12-12,28.0,730.0,98.0,632.0,1.151,Veteran,23.40740740740741,74.5925925925926,Churned
201,2023-06-11,115642000.0,4,28910500.0,569,2,3,4,234,3.15,Need Attention,28910500.0,71.87,50.86,36.98,Gold,,1.0,,,3,,,,Low,31587969.49789587,7506000.0,75660000.0,115642000.0,4,1.093,-0.791,Declining,72.83,High,Sunday,0.75,0.935,0.0,3.0,0.0,0.0,1.732,2.0,2023-06-11,3.0,914.0,914.0,0.0,0.098,Veteran,0.0,914.0,Churned
204,,3715200.0,2,1857600.0,719,2,1,1,211,1.25,About To Sleep,1857600.0,15.72,27.7,18.12,Bronze,,,,,2,,,,Low,904530.9944938316,1218000.0,2497200.0,3715200.0,2,0.487,1.05,Growing,15.87,Medium,,,,,,,,,,,,,,,,,,,
205,2024-08-11,58437781.0,11,5312525.545454546,142,3,4,3,343,3.35,Loyal Customers,5312525.55,59.58,76.54,49.94,Gold,,0.0,,,10,,,,Medium,6211224.5457343,640000.0,22680000.0,58437781.0,11,1.169,1.317,Growing,48.21,Medium,Sunday,0.273,0.18,1.0,0.0,3.0,0.0,1.225,3.0,2024-03-01,4.0,650.0,487.0,163.0,0.185,Veteran,54.333333333333336,432.6666666666667,Churned
252,2023-03-11,8350000.0,1,8350000.0,661,2,1,2,212,1.65,About To Sleep,8350000.0,27.52,9.58,36.36,Silver,,,1006.0,0.0,1,,,,Low,0.0,8350000.0,8350000.0,8350000.0,1,0.0,0.0,Stable,14.34,Low,Saturday,1.0,1.0,1.0,0.0,0.0,0.0,1.732,1.0,2023-03-11,1.0,1006.0,1006.0,0.0,0.03,Veteran,365.0,641.0,Churned
300,,3550000.0,1,3550000.0,719,2,1,1,211,1.25,About To Sleep,3550000.0,15.48,9.58,18.12,Bronze,,,,0.0,1,,,,Low,0.0,3550000.0,3550000.0,3550000.0,1,0.0,0.0,Stable,9.53,Low,,,,,,,,,,,,,,,,,,,
305,,710000.0,1,710000.0,719,2,1,1,211,1.25,About To Sleep,710000.0,2.83,9.58,18.12,Bronze,,,,0.0,1,,,,Low,0.0,710000.0,710000.0,710000.0,1,0.0,0.0,Stable,4.47,Low,,,,,,,,,,,,,,,,,,,
310,2025-12-09,428255825.9167347,125,3426046.6073338776,-343,5,5,5,555,5.0,Champions,3426046.61,86.49,98.77,97.97,Platinum,,0.0,60.0,,40,,,,High,3212920.9434447596,284163.0,21080000.0,428255825.9167347,125,0.938,-0.016,Stable,63.62,Medium,Monday,0.048,0.042,6.0,8.0,9.0,13.0,0.283,4.0,2023-07-12,36.0,883.0,2.0,881.0,1.223,Veteran,25.17142857142857,-23.17142857142857,Active
311,2025-10-07,1720740321.66,87,19778624.386896554,-280,5,5,5,555,5.0,Champions,19778624.39,95.21,97.79,84.28,Platinum,,0.0,154.0,,42,,,,High,34013751.608690046,489510.0,161927640.0,1720740321.66,87,1.72,-0.453,Declining,67.24,Medium,Saturday,0.115,0.065,4.0,8.0,8.0,7.0,0.243,2.0,2023-01-12,27.0,1064.0,65.0,999.0,0.761,Veteran,38.42307692307692,26.57692307692308,At Risk
314,2025-12-02,1571227960.0,63,24940126.34920635,-336,5,5,5,555,5.0,Champions,24940126.35,94.72,95.33,94.9,Platinum,,0.0,,,16,,,,High,61848509.279612035,230000.0,489800000.0,1571227960.0,63,2.48,-0.603,Declining,64.61,Medium,Sunday,0.143,0.476,5.0,9.0,5.0,10.0,0.314,4.0,2024-02-12,29.0,668.0,9.0,659.0,1.302,Veteran,23.535714285714285,-14.535714285714285,Active
316,2025-12-09,202080360.0,97,2083302.6804123712,-343,5,5,4,554,4.6,Champions,2083302.68,78.75,98.28,97.97,Platinum,,0.0,302.0,,3,,,,Low,2007366.0802230972,300000.0,10150000.0,202080360.0,97,0.964,0.054,Stable,45.58,Medium,Friday,0.124,0.131,10.0,13.0,16.0,12.0,0.17,3.0,2025-01-08,51.0,337.0,2.0,335.0,4.54,Mature,6.7,-4.7,Active
317,2025-09-05,92462000.0,10,9246200.0,-248,5,4,4,544,4.25,Champions,9246200.0,67.81,74.32,79.91,Gold,,,,,7,,,,Medium,20948196.330737192,1600000.0,68850000.0,92462000.0,10,2.266,-0.832,Declining,48.87,Medium,Friday,0.0,0.0,0.0,0.0,1.0,0.0,1.732,3.0,2025-09-05,1.0,97.0,97.0,0.0,0.309,Established,365.0,-268.0,Active
318,2025-11-08,226027819.0,84,2690807.369047619,-312,5,5,5,555,5.0,Champions,2690807.37,80.47,97.54,91.77,Platinum,,0.0,668.0,,16,,,,High,3554573.4588465034,165000.0,21379200.0,226027819.0,84,1.321,-0.079,Stable,58.91,Medium,Tuesday,0.107,0.075,9.0,8.0,4.0,9.0,0.275,1.0,2023-04-12,30.0,974.0,33.0,941.0,0.924,Veteran,32.44827586206897,0.551724137931032,At Risk
323,,4894000.0,1,4894000.0,719,2,1,1,211,1.25,About To Sleep,4894000.0,18.92,9.58,18.12,Bronze,,,,0.0,1,,,,Low,0.0,4894000.0,4894000.0,4894000.0,1,0.0,0.0,Stable,10.9,Low,,,,,,,,,,,,,,,,,,,
325,2025-10-04,959118747.3471428,67,14315205.184285713,-277,5,5,5,555,5.0,Champions,14315205.18,91.89,96.19,82.86,Platinum,,0.0,,,42,,,,High,19903294.02221102,620000.0,120000000.0,959118747.3471428,67,1.39,0.535,Growing,65.91,Medium,Tuesday,0.06,0.039,10.0,0.0,9.0,7.0,0.601,1.0,2023-07-11,26.0,884.0,68.0,816.0,0.882,Veteran,32.64,35.36,Dormant
327,2025-11-03,405650066.0,101,4016337.287128713,-307,5,5,5,555,5.0,Champions,4016337.29,86.24,98.53,88.51,Platinum,,0.0,,,39,,,,High,3334472.0779031822,261500.0,19500000.0,405650066.0,101,0.83,0.044,Stable,63.43,Medium,Sunday,0.099,0.124,1.0,13.0,5.0,11.0,0.636,2.0,2024-04-10,30.0,610.0,38.0,572.0,1.475,Veteran,19.724137931034484,18.275862068965516,At Risk
329,2025-10-03,1185914000.0,91,13032021.978021977,-276,5,5,5,555,5.0,Champions,13032021.98,93.37,98.16,82.49,Platinum,,0.0,121.0,,61,,,,High,17358866.65461905,400000.0,94250000.0,1185914000.0,91,1.332,-0.026,Stable,67.05,Medium,Monday,0.033,0.014,16.0,1.0,3.0,6.0,0.887,1.0,2024-02-01,26.0,679.0,69.0,610.0,1.149,Veteran,24.4,44.6,Dormant
335,2025-10-02,35594045.81,16,2224627.863125,-275,5,5,3,553,4.2,Loyal Customers,2224627.86,51.23,82.56,82.25,Gold,,0.0,,,13,,,,High,2278776.736155913,156756.76,9200000.0,35594045.81,16,1.024,0.568,Growing,46.46,Medium,Tuesday,0.062,0.067,0.0,2.0,1.0,5.0,0.935,4.0,2024-05-07,8.0,583.0,70.0,513.0,0.412,Veteran,73.28571428571429,-3.285714285714292,Active
336,2025-11-06,208305154.0,42,4959646.523809524,-310,5,5,4,554,4.6,Champions,4959646.52,79.36,92.75,90.05,Platinum,,0.0,35.0,,17,,,,High,7311556.273612156,240000.0,40740000.0,208305154.0,42,1.474,0.574,Growing,58.76,Medium,Thursday,0.167,0.221,2.0,15.0,2.0,2.0,1.072,2.0,2024-02-01,21.0,679.0,35.0,644.0,0.928,Veteran,32.2,2.799999999999997,At Risk
339,2025-11-11,291510396.4,63,4627149.149206349,-315,5,5,5,555,5.0,Champions,4627149.15,83.42,95.33,93.37,Platinum,,0.0,,,33,,,,High,4523038.462380675,244330.0,23020000.0,291510396.4,63,0.978,0.24,Growing,61.95,Medium,Monday,0.079,0.077,5.0,7.0,2.0,7.0,0.39,2.0,2023-06-12,21.0,913.0,30.0,883.0,0.69,Veteran,44.15,-14.149999999999999,Active
342,2025-10-07,1931964671.44,78,24768777.83897436,-280,5,5,5,555,5.0,Champions,24768777.84,95.82,97.42,84.28,Platinum,,0.0,678.0,,48,,,,High,57179996.13094729,0.0,380190000.0,1931964671.44,78,2.309,2.741,Growing,67.79,Medium,Tuesday,0.026,0.004,11.0,14.0,1.0,4.0,0.696,2.0,2024-01-08,30.0,703.0,65.0,638.0,1.28,Veteran,22.0,43.0,Dormant
343,2025-09-04,6992613.0,11,635692.0909090909,-247,4,4,2,442,3.2,Potential Loyalist,635692.09,23.46,76.54,79.42,Bronze,,0.0,121.0,,10,,,,Medium,596080.5573615792,60000.0,2280288.0,6992613.0,11,0.938,-0.474,Declining,33.77,Medium,Thursday,0.0,0.0,5.0,0.0,4.0,0.0,1.012,1.0,2024-01-11,9.0,700.0,98.0,602.0,0.386,Veteran,75.25,22.75,At Risk
346,2025-05-08,6599560.0,2,3299780.0,-128,4,1,2,412,2.15,Recent Customers,3299780.0,22.73,27.7,67.69,Bronze,0.0,1.0,217.0,0.0,2,,,,Low,2457592.0444207173,1562000.0,5037560.0,6599560.0,2,0.745,-0.69,Declining,48.67,Medium,Thursday,0.0,0.0,0.0,2.0,0.0,0.0,1.732,2.0,2025-05-08,2.0,217.0,217.0,0.0,0.276,Mature,0.0,217.0,Churned
347,2023-07-11,7065800.0,2,3532900.0,539,2,1,2,212,1.65,About To Sleep,3532900.0,23.96,27.7,37.22,Bronze,0.0,1.0,884.0,0.0,2,,,,Low,311834.0905032675,3312400.0,3753400.0,7065800.0,2,0.088,0.133,Growing,49.16,Medium,Tuesday,0.0,0.0,0.0,0.0,2.0,0.0,1.732,3.0,2023-07-11,2.0,884.0,884.0,0.0,0.068,Veteran,0.0,884.0,Churned
348,2025-12-09,2102925925.1017122,179,11748189.52570789,-343,5,5,5,555,5.0,Champions,11748189.53,96.44,99.69,97.97,Platinum,,0.0,302.0,,34,,,,High,15536079.392708287,253890.1017123288,108000000.0,2102925925.1017122,179,1.322,-0.358,Declining,67.27,Medium,Tuesday,0.112,0.234,12.0,31.0,12.0,12.0,0.491,2.0,2023-11-12,67.0,760.0,2.0,758.0,2.645,Veteran,11.484848484848484,-9.484848484848484,Active
355,,15000000.0,1,15000000.0,719,2,1,2,212,1.65,About To Sleep,15000000.0,37.47,9.58,18.12,Silver,,,,0.0,1,,,,Low,0.0,15000000.0,15000000.0,15000000.0,1,0.0,0.0,Stable,18.32,Low,,,,,,,,,,,,,,,,,,,
358,2025-12-02,4122601500.52,131,31470240.46198473,-336,5,5,5,555,5.0,Champions,31470240.46,98.53,98.89,94.9,Platinum,,0.0,277.0,-483.0,60,,,,High,85472925.74026002,250000.0,748123241.55,4122601500.52,131,2.716,0.994,Growing,69.08,Medium,Saturday,0.145,0.078,5.0,14.0,17.0,6.0,0.488,3.0,2023-05-12,42.0,944.0,9.0,935.0,1.335,Veteran,22.804878048780488,-13.804878048780488,Active
359,,63335000.0,7,9047857.142857144,719,2,4,4,244,3.5,Need Attention,9047857.14,61.55,66.03,18.12,Gold,,,,,7,,,,Medium,10542826.098483136,1200000.0,29000000.0,63335000.0,7,1.165,-0.434,Declining,46.36,Medium,,,,,,,,,,,,,,,,,,,
362,2025-12-06,1139945572.0,69,16520950.31884058,-340,5,5,5,555,5.0,Champions,16520950.32,93.0,96.68,96.44,Platinum,,0.0,274.0,,40,,,,High,22408913.092106942,291954.5454545455,110250000.0,1139945572.0,69,1.356,-0.107,Declining,66.22,Medium,Monday,0.087,0.172,2.0,4.0,2.0,12.0,0.825,4.0,2024-01-04,20.0,707.0,5.0,702.0,0.849,Veteran,36.94736842105263,-31.94736842105263,Active
363,,1564920.0,2,782460.0,719,2,1,1,211,1.25,About To Sleep,782460.0,7.13,27.7,18.12,Bronze,,,,,1,,,,Low,0.0,782460.0,782460.0,1564920.0,2,0.0,0.0,Stable,6.19,Medium,,,,,,,,,,,,,,,,,,,
367,2025-09-01,4315685228.87,149,28964330.39510067,-244,4,5,5,455,4.75,Champions,28964330.4,98.77,99.14,78.87,Platinum,,0.0,275.0,,84,,,,High,72488754.3662819,0.0,558000000.0,4315685228.87,149,2.503,-0.559,Declining,69.43,Medium,Friday,0.309,0.391,11.0,28.0,1.0,52.0,0.84,4.0,2023-11-12,92.0,760.0,101.0,659.0,3.632,Veteran,7.241758241758242,93.75824175824175,Churned
368,2025-10-12,1664455800.0,17,97909164.70588236,-285,5,5,5,555,5.0,Champions,97909164.71,95.09,83.42,87.53,Platinum,,0.0,579.0,,14,,,,High,99015755.77281213,4260000.0,287824000.0,1664455800.0,17,1.011,-0.224,Declining,64.28,Medium,Sunday,0.353,0.42,0.0,2.0,0.0,4.0,1.106,4.0,2024-05-11,6.0,579.0,60.0,519.0,0.311,Veteran,103.8,-43.8,Active
374,2024-05-06,47217000.0,8,5902125.0,239,3,4,3,343,3.35,Loyal Customers,5902125.0,55.77,68.61,44.04,Gold,,0.0,,,4,,,,Medium,4888523.4825339345,620000.0,14250000.0,47217000.0,8,0.828,2.562,Growing,39.17,Medium,Sunday,0.25,0.028,3.0,1.0,0.0,0.0,1.225,1.0,2024-02-04,4.0,676.0,584.0,92.0,0.178,Veteran,30.666666666666668,553.3333333333334,Churned
376,2024-02-05,72968000.0,7,10424000.0,330,2,4,4,244,3.5,Need Attention,10424000.0,63.51,66.03,39.56,Gold,,1.0,,,6,,,,Medium,12550144.740201207,241000.0,35720000.0,72968000.0,7,1.204,-0.687,Declining,76.03,High,Monday,0.0,0.0,2.0,1.0,0.0,0.0,1.106,1.0,2023-05-12,3.0,944.0,675.0,269.0,0.095,Veteran,134.5,540.5,Churned
383,2025-12-09,8695509838.74845,685,12694174.947078029,-343,5,5,5,555,5.0,Champions,12694174.95,99.63,100.0,97.97,Platinum,,0.0,302.0,,111,,,,High,25025358.53738868,151351.4,270000000.0,8695509838.74845,685,1.971,0.079,Stable,69.85,Medium,Monday,0.115,0.073,61.0,84.0,50.0,90.0,0.23,4.0,2023-01-12,285.0,1064.0,2.0,1062.0,8.036,Veteran,3.73943661971831,-1.73943661971831,Active
390,2024-06-09,1242889000.0,21,59185190.47619048,205,3,5,5,355,4.5,Loyal Customers,59185190.48,93.49,86.36,46.62,Platinum,,0.0,,,13,,,,High,112012039.46791568,340000.0,378000000.0,1242889000.0,21,1.893,-0.43,Declining,63.36,Medium,Sunday,0.524,0.503,6.0,9.0,0.0,0.0,1.039,2.0,2024-01-08,15.0,703.0,550.0,153.0,0.64,Veteran,10.928571428571429,539.0714285714286,Churned
391,2023-01-12,7185000.0,3,2395000.0,719,2,2,2,222,2.0,Need Attention,2395000.0,24.2,41.77,18.12,Bronze,,1.0,1064.0,,3,,,,Low,2018378.8048827702,647000.0,4604000.0,7185000.0,3,0.843,4.053,Growing,53.76,High,Thursday,0.0,0.0,2.0,0.0,0.0,0.0,1.732,1.0,2023-01-12,2.0,1064.0,1064.0,0.0,0.056,Veteran,0.0,1064.0,Churned
392,,260000000.0,2,130000000.0,719,2,1,5,215,2.85,Other,130000000.0,82.06,27.7,18.12,Platinum,,,,,2,,,,Low,155563491.86104044,20000000.0,240000000.0,260000000.0,2,1.197,-0.917,Declining,42.41,Medium,,,,,,,,,,,,,,,,,,,
395,2025-05-12,608454457.0,47,12945839.510638298,-132,4,5,5,455,4.75,Champions,12945839.51,89.19,93.61,68.67,Platinum,,0.0,704.0,,32,,,,High,17031536.743614182,867500.0,85920000.0,608454457.0,47,1.316,-0.445,Declining,64.18,Medium,Monday,0.277,0.325,18.0,6.0,5.0,5.0,0.647,1.0,2024-01-07,34.0,704.0,213.0,491.0,1.449,Veteran,14.878787878787879,198.12121212121212,Churned
396,2025-12-11,200727000.0,18,11151500.0,-345,5,5,4,554,4.6,Champions,11151500.0,78.62,84.52,99.45,Platinum,,0.0,302.0,,9,,,,Medium,13529605.690745715,364000.0,44436000.0,200727000.0,18,1.213,-0.365,Declining,54.96,Medium,Sunday,0.167,0.364,1.0,2.0,0.0,4.0,0.845,4.0,2025-02-12,7.0,302.0,0.0,302.0,0.695,Mature,50.333333333333336,-50.333333333333336,Active
402,,32280000.0,7,4611428.571428572,719,2,4,3,243,3.1,Need Attention,4611428.57,49.88,66.03,18.12,Silver,,,,,5,,,,Medium,2512557.983221008,1440000.0,7600000.0,32280000.0,7,0.545,0.117,Growing,38.95,Medium,,,,,,,,,,,,,,,,,,,
403,2025-11-06,2265155141.61,74,30610204.616351355,-310,5,5,5,555,5.0,Champions,30610204.62,96.68,97.17,90.05,Platinum,,0.0,608.0,,48,,,,High,37022890.32353486,834234.2,180880580.0,2265155141.61,74,1.209,-0.5,Declining,68.14,Medium,Sunday,0.135,0.218,11.0,14.0,1.0,7.0,0.59,2.0,2023-06-12,33.0,913.0,35.0,878.0,1.084,Veteran,27.4375,7.5625,At Risk
406,2025-12-09,703784534.0,137,5137113.386861314,-343,5,5,5,555,5.0,Champions,5137113.39,90.42,99.02,97.97,Platinum,,0.0,333.0,,68,,,,High,8259732.552687183,138000.0,67000000.0,703784534.0,137,1.608,-0.268,Declining,66.02,Medium,Sunday,0.153,0.198,22.0,11.0,15.0,20.0,0.253,1.0,2023-07-12,68.0,883.0,2.0,881.0,2.31,Veteran,13.149253731343284,-11.149253731343284,Active
408,2025-10-07,100770092.48,28,3598931.8742857142,-280,5,5,4,554,4.6,Champions,3598931.87,69.29,90.17,84.28,Gold,,0.0,333.0,,24,,,,High,4713290.624087348,110811.0,17800000.0,100770092.48,28,1.31,-0.249,Declining,55.84,Medium,Monday,0.143,0.075,3.0,4.0,0.0,5.0,0.624,4.0,2023-05-12,12.0,944.0,65.0,879.0,0.381,Veteran,79.9090909090909,-14.909090909090907,Active
414,2025-10-04,486804602.0,67,7265740.328358209,-277,5,5,5,555,5.0,Champions,7265740.33,87.1,96.19,82.86,Platinum,,0.0,,,27,,,,High,8798102.908204766,326000.0,53655000.0,486804602.0,67,1.211,-0.253,Declining,63.14,Medium,Thursday,0.03,0.02,3.0,5.0,8.0,2.0,0.509,3.0,2024-03-07,18.0,644.0,68.0,576.0,0.839,Veteran,33.88235294117647,34.11764705882353,Dormant
421,,33600000.0,2,16800000.0,719,2,1,3,213,2.05,Other,16800000.0,50.61,27.7,18.12,Gold,,,,,2,,,,Low,16970562.748477142,4800000.0,28800000.0,33600000.0,2,1.01,-0.833,Declining,29.83,Medium,,,,,,,,,,,,,,,,,,,
425,2025-11-11,1576883406.23,64,24638803.22234375,-315,5,5,5,555,5.0,Champions,24638803.22,94.84,95.58,93.37,Platinum,,0.0,30.0,,52,,,,High,49329652.03548227,0.0,255000000.0,1576883406.23,64,2.002,-0.058,Stable,67.48,Medium,Thursday,0.016,0.021,6.0,0.0,16.0,5.0,0.86,3.0,2024-01-10,27.0,701.0,30.0,671.0,1.155,Veteran,25.807692307692307,4.192307692307693,At Risk
426,2025-11-11,437050000.0,5,87410000.0,-315,5,3,5,535,4.3,Loyal Customers,87410000.0,86.61,57.68,93.37,Platinum,,,30.0,,4,,,,Medium,133512847.69639212,8900000.0,320450000.0,437050000.0,5,1.527,1.618,Growing,51.5,Medium,Tuesday,0.0,0.0,0.0,0.0,0.0,1.0,1.732,4.0,2025-11-11,1.0,30.0,30.0,0.0,1.0,New,365.0,-335.0,Active
428,2024-12-06,548286000.0,7,78326571.42857143,25,3,4,5,345,4.15,Loyal Customers,78326571.43,88.33,66.03,54.05,Platinum,,,,,2,,,,Low,89905973.98552398,1380000.0,174356000.0,548286000.0,7,1.148,34.265,Growing,44.91,Medium,Friday,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2024-03-01,2.0,650.0,370.0,280.0,0.092,Veteran,280.0,90.0,Churned
431,2025-11-07,978228790.0,179,5464965.30726257,-311,5,5,5,555,5.0,Champions,5464965.31,92.26,99.69,91.15,Platinum,,0.0,213.0,,52,,,,High,8517986.869884094,134000.0,58280000.0,978228790.0,179,1.559,0.447,Growing,66.44,Medium,Thursday,0.101,0.055,2.0,18.0,16.0,33.0,0.637,4.0,2024-04-03,69.0,617.0,34.0,583.0,3.355,Veteran,8.573529411764707,25.426470588235293,At Risk
436,2025-07-11,5650000.0,3,1883333.3333333333,-192,4,2,2,422,2.5,Potential Loyalist,1883333.33,20.39,41.77,74.32,Bronze,,1.0,153.0,,3,,,,Low,2577873.800893545,390000.0,4860000.0,5650000.0,3,1.369,5.744,Growing,52.24,High,Friday,0.0,0.0,0.0,0.0,2.0,0.0,1.732,3.0,2025-07-11,2.0,153.0,153.0,0.0,0.392,Established,0.0,153.0,Churned
437,2025-09-09,471346000.0,30,15711533.333333334,-252,5,5,5,555,5.0,Champions,15711533.33,86.86,90.42,80.65,Platinum,,0.0,584.0,,13,,,,High,24785550.549676612,980000.0,107500000.0,471346000.0,30,1.578,0.952,Growing,60.71,Medium,Saturday,0.267,0.253,2.0,5.0,7.0,0.0,0.769,3.0,2024-05-06,14.0,584.0,93.0,491.0,0.719,Veteran,37.76923076923077,55.23076923076923,Dormant
445,2024-06-09,97487040.0,12,8123920.0,205,3,4,4,344,3.75,Loyal Customers,8123920.0,69.04,78.13,46.62,Gold,,,,,10,,,,Medium,10142777.317448385,860000.0,33066500.0,97487040.0,12,1.249,0.07,Stable,52.0,Medium,Sunday,0.083,0.075,0.0,1.0,0.0,0.0,1.732,2.0,2024-06-09,1.0,550.0,550.0,0.0,0.055,Veteran,365.0,185.0,Churned
449,,78636800.0,1,78636800.0,719,2,1,4,214,2.45,Other,78636800.0,64.93,9.58,18.12,Gold,,,,0.0,1,,,,Low,0.0,78636800.0,78636800.0,78636800.0,1,0.0,0.0,Stable,29.31,Low,,,,,,,,,,,,,,,,,,,
460,2025-11-06,2910081378.7389474,171,17018019.758707296,-310,5,5,5,555,5.0,Champions,17018019.76,97.54,99.51,90.05,Platinum,,0.0,274.0,,101,,,,High,32828199.49563742,0.0,254000000.0,2910081378.7389474,171,1.929,0.738,Growing,68.98,Medium,Monday,0.099,0.07,12.0,9.0,18.0,10.0,0.285,3.0,2024-02-12,49.0,668.0,35.0,633.0,2.201,Veteran,13.1875,21.8125,At Risk
463,2025-06-05,511658106.14,37,13828597.463243242,-156,4,5,5,455,4.75,Champions,13828597.46,87.71,92.08,70.21,Platinum,,0.037,,,28,,,,High,16740703.620914044,648930.0,73720000.0,511658106.14,37,1.211,0.1,Stable,64.59,Medium,Sunday,0.135,0.074,3.0,3.0,1.0,5.0,0.471,4.0,2023-04-12,12.0,974.0,189.0,785.0,0.37,Veteran,71.36363636363636,117.63636363636364,Churned
466,2024-03-05,36386000.0,10,3638600.0,301,3,4,3,343,3.35,Loyal Customers,3638600.0,51.47,74.32,40.66,Gold,,,703.0,,7,,,,Medium,1968132.346498409,1700000.0,7000000.0,36386000.0,10,0.541,0.51,Growing,42.33,Medium,Monday,0.0,0.0,2.0,0.0,0.0,0.0,1.732,1.0,2024-01-08,2.0,703.0,646.0,57.0,0.085,Veteran,57.0,589.0,Churned
467,2024-05-04,176064000.0,12,14672000.0,241,3,4,4,344,3.75,Loyal Customers,14672000.0,76.9,78.13,43.61,Platinum,,1.0,,,12,,,,High,28257882.71036468,720000.0,75000000.0,176064000.0,12,1.926,0.046,Stable,86.3,High,Sunday,0.25,0.434,0.0,1.0,0.0,2.0,1.106,4.0,2023-11-12,3.0,760.0,586.0,174.0,0.118,Veteran,87.0,499.0,Churned
471,2025-06-11,1986438330.0,45,44143074.0,-162,4,5,5,455,4.75,Champions,44143074.0,96.07,93.12,71.13,Platinum,,0.0,302.0,,39,,,,High,114307192.85111141,0.0,547641400.0,1986438330.0,45,2.589,-0.852,Declining,67.36,Medium,Sunday,0.244,0.242,4.0,7.0,4.0,5.0,0.245,2.0,2023-01-12,20.0,1064.0,183.0,881.0,0.564,Veteran,46.36842105263158,136.6315789473684,Churned
